,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,2000
1450,0,0,0,0,0,0,0,0,1,0,0,0
1500,0,0,0,0,0,0,0,0,0,0,0,0
1550,0,0,0,0,0,0,0,1,1,0,0,0
1600,0,0,1,0,1,1,2,2,4,0,0,0
1650,0,1,2,0,8,3,0,0,1,1,0,0
1700,0,0,0,1,1,2,8,1,1,1,0,0
1750,0,0,0,0,1,10,56,11,9,8,0,0
1800,0,0,0,1,0,1,10,73,129,81,3,0
1850,0,1,1,1,2,2,15,121,452,289,13,4
1900,0,0,0,0,2,2,4,59,279,263,6,1
1950,0,0,0,0,0,0,1,7,15,11,2,0
2000,0,0,0,0,0,0,0,2,5,2,0,0
